IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.217.159.210,2082,2082,false,HKG,Asia Pacific,Hong Kong,47,5.06
47.74.12.139,2086,2086,false,NRT,Asia Pacific,Tokyo,76,5.06
8.219.202.130,2096,2096,true,SIN,Asia Pacific,Singapore,84,5.06
8.219.99.8,8080,8080,false,SIN,Asia Pacific,Singapore,5,5.06
47.245.55.94,80,80,false,NRT,Asia Pacific,Tokyo,87,5.06
8.222.169.182,2095,2095,false,SIN,Asia Pacific,Singapore,29,5.06
8.219.241.189,2095,2095,false,SIN,Asia Pacific,Singapore,14,5.06
8.219.78.1,80,80,false,SIN,Asia Pacific,Singapore,6,5.05
47.91.3.112,2087,2087,true,NRT,Asia Pacific,Tokyo,113,5.05
8.219.43.243,2087,2087,true,SIN,Asia Pacific,Singapore,90,5.05
47.245.118.70,2086,2086,false,SIN,Asia Pacific,Singapore,12,5.05
8.219.111.175,80,80,false,SIN,Asia Pacific,Singapore,9,5.05
8.210.156.6,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,5.04
47.245.115.6,2096,2096,true,SIN,Asia Pacific,Singapore,147,5.04
8.210.9.129,2082,2082,false,HKG,Asia Pacific,Hong Kong,37,5.04
47.74.26.196,80,80,false,HKG,Asia Pacific,Hong Kong,157,5.04
47.236.7.13,80,80,false,SIN,Asia Pacific,Singapore,64,5.04
47.236.116.182,2083,2083,true,SIN,Asia Pacific,Singapore,88,5.04
47.236.130.95,8443,8443,true,SIN,Asia Pacific,Singapore,100,5.04
47.242.79.71,2052,2052,false,HKG,Asia Pacific,Hong Kong,42,5.03
8.222.128.131,443,443,true,SIN,Asia Pacific,Singapore,109,5.03
8.219.247.203,8880,8880,false,SIN,Asia Pacific,Singapore,5,5.03
8.219.198.34,2053,2053,true,SIN,Asia Pacific,Singapore,146,5.03
47.74.20.102,2082,2082,false,NRT,Asia Pacific,Tokyo,74,5.03
47.245.55.99,2083,2083,true,NRT,Asia Pacific,Tokyo,75,5.03
47.236.7.13,80,80,false,SIN,Asia Pacific,Singapore,53,5.03
8.209.222.232,8443,8443,true,HKG,Asia Pacific,Hong Kong,169,5.03
8.218.201.73,2083,2083,true,HKG,Asia Pacific,Hong Kong,93,5.03
8.222.155.242,2083,2083,true,SIN,Asia Pacific,Singapore,147,5.02
47.74.6.16,2096,2096,true,NRT,Asia Pacific,Tokyo,232,5.02
47.74.41.136,2096,2096,true,NRT,Asia Pacific,Tokyo,129,5.02
47.76.178.146,8880,8880,false,HKG,Asia Pacific,Hong Kong,60,5.01
8.210.39.96,2053,2053,true,HKG,Asia Pacific,Hong Kong,39,5.01
47.74.34.38,2086,2086,false,NRT,Asia Pacific,Tokyo,73,5.01
47.243.70.197,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,5.01
8.222.212.219,8080,8080,false,SIN,Asia Pacific,Singapore,4,5.01
8.222.184.198,2087,2087,true,SIN,Asia Pacific,Singapore,92,5.01
8.222.224.163,8080,8080,false,SIN,Asia Pacific,Singapore,8,5.01
8.218.146.204,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,5.00
47.245.54.58,2096,2096,true,NRT,Asia Pacific,Tokyo,155,5.00
8.218.158.94,80,80,false,HKG,Asia Pacific,Hong Kong,46,5.00
47.74.52.188,80,80,false,NRT,Asia Pacific,Tokyo,71,5.00
8.219.253.18,2086,2086,false,SIN,Asia Pacific,Singapore,10,5.00
8.219.222.8,2053,2053,true,SIN,Asia Pacific,Singapore,123,4.99
47.243.70.197,2096,2096,true,HKG,Asia Pacific,Hong Kong,87,4.99
8.222.190.225,8080,8080,false,SIN,Asia Pacific,Singapore,14,4.99
8.209.214.222,2053,2053,true,NRT,Asia Pacific,Tokyo,119,4.99
8.218.119.115,8080,8080,false,HKG,Asia Pacific,Hong Kong,62,4.99
47.91.21.127,80,80,false,NRT,Asia Pacific,Tokyo,72,4.99
8.222.219.252,2082,2082,false,SIN,Asia Pacific,Singapore,3,4.99
8.219.222.98,2096,2096,true,SIN,Asia Pacific,Singapore,126,4.98
8.217.250.5,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,4.98
8.209.212.5,8880,8880,false,NRT,Asia Pacific,Tokyo,75,4.98
8.218.110.180,8880,8880,false,HKG,Asia Pacific,Hong Kong,36,4.98
47.245.59.188,2086,2086,false,NRT,Asia Pacific,Tokyo,77,4.98
8.209.241.128,8080,8080,false,NRT,Asia Pacific,Tokyo,73,4.98
8.217.251.62,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,4.98
47.76.94.15,2087,2087,true,HKG,Asia Pacific,Hong Kong,42,4.97
8.219.179.34,2096,2096,true,SIN,Asia Pacific,Singapore,229,4.97
8.222.240.47,2096,2096,true,SIN,Asia Pacific,Singapore,117,4.97
8.219.204.120,2053,2053,true,SIN,Asia Pacific,Singapore,162,4.97
47.245.4.219,2083,2083,true,NRT,Asia Pacific,Tokyo,124,4.97
8.219.84.214,2087,2087,true,SIN,Asia Pacific,Singapore,93,4.96
47.76.80.72,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,4.96
8.222.190.225,2052,2052,false,SIN,Asia Pacific,Singapore,14,4.96
8.222.248.188,2053,2053,true,SIN,Asia Pacific,Singapore,144,4.96
47.245.52.240,2083,2083,true,NRT,Asia Pacific,Tokyo,157,4.96
47.245.53.101,2087,2087,true,NRT,Asia Pacific,Tokyo,176,4.96
8.219.156.148,2082,2082,false,SIN,Asia Pacific,Singapore,8,4.96
8.218.201.73,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,4.96
47.236.19.51,80,80,false,SIN,Asia Pacific,Singapore,12,4.96
47.236.193.208,2087,2087,true,SIN,Asia Pacific,Singapore,107,4.96
8.209.200.73,2053,2053,true,NRT,Asia Pacific,Tokyo,143,4.95
47.74.42.111,2095,2095,false,NRT,Asia Pacific,Tokyo,72,4.95
8.222.224.163,2096,2096,true,SIN,Asia Pacific,Singapore,66,4.95
8.219.152.195,2087,2087,true,SIN,Asia Pacific,Singapore,45,4.95
8.222.164.44,2082,2082,false,SIN,Asia Pacific,Singapore,8,4.95
47.245.4.22,2083,2083,true,HKG,Asia Pacific,Hong Kong,219,4.95
8.222.188.56,2082,2082,false,SIN,Asia Pacific,Singapore,30,4.95
47.245.4.219,2096,2096,true,NRT,Asia Pacific,Tokyo,93,4.95
8.222.187.4,2086,2086,false,SIN,Asia Pacific,Singapore,19,4.94
47.243.70.197,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,4.94
47.245.7.212,2096,2096,true,NRT,Asia Pacific,Tokyo,130,4.94
8.218.126.53,80,80,false,HKG,Asia Pacific,Hong Kong,57,4.94
8.217.167.88,8080,8080,false,HKG,Asia Pacific,Hong Kong,56,4.94
47.243.70.197,2053,2053,true,HKG,Asia Pacific,Hong Kong,73,4.94
47.74.42.17,2095,2095,false,NRT,Asia Pacific,Tokyo,69,4.94
47.245.15.207,2096,2096,true,NRT,Asia Pacific,Tokyo,75,4.93
47.76.146.1,443,443,true,HKG,Asia Pacific,Hong Kong,103,4.93
8.218.156.91,2052,2052,false,HKG,Asia Pacific,Hong Kong,51,4.93
47.236.173.200,8080,8080,false,SIN,Asia Pacific,Singapore,30,4.93
47.242.155.183,2082,2082,false,HKG,Asia Pacific,Hong Kong,44,4.93
47.236.7.13,8443,8443,true,SIN,Asia Pacific,Singapore,65,4.93
8.209.212.5,8443,8443,true,NRT,Asia Pacific,Tokyo,161,4.93
47.245.7.212,2087,2087,true,NRT,Asia Pacific,Tokyo,124,4.93
8.222.202.163,2083,2083,true,SIN,Asia Pacific,Singapore,116,4.93
8.210.151.69,2096,2096,true,HKG,Asia Pacific,Hong Kong,61,4.92
8.219.140.63,8443,8443,true,SIN,Asia Pacific,Singapore,88,4.92
47.91.16.198,2082,2082,false,NRT,Asia Pacific,Tokyo,94,4.92
8.222.224.163,2082,2082,false,SIN,Asia Pacific,Singapore,5,4.92
47.245.6.9,2083,2083,true,HKG,Asia Pacific,Hong Kong,168,4.92
8.219.63.193,2052,2052,false,SIN,Asia Pacific,Singapore,48,4.91
47.245.53.101,2096,2096,true,NRT,Asia Pacific,Tokyo,200,4.91
8.219.193.202,2096,2096,true,SIN,Asia Pacific,Singapore,150,4.91
8.219.111.147,2053,2053,true,SIN,Asia Pacific,Singapore,85,4.91
8.222.130.219,2052,2052,false,SIN,Asia Pacific,Singapore,32,4.91
47.236.12.73,8880,8880,false,SIN,Asia Pacific,Singapore,45,4.91
8.218.105.223,2082,2082,false,HKG,Asia Pacific,Hong Kong,68,4.91
47.91.21.149,2083,2083,true,NRT,Asia Pacific,Tokyo,107,4.90
47.91.21.127,2053,2053,true,NRT,Asia Pacific,Tokyo,131,4.90
8.222.153.11,2082,2082,false,NRT,Asia Pacific,Tokyo,80,4.89
47.243.70.197,80,80,false,HKG,Asia Pacific,Hong Kong,52,4.89
8.218.119.115,80,80,false,HKG,Asia Pacific,Hong Kong,43,4.89
8.219.217.81,2086,2086,false,SIN,Asia Pacific,Singapore,17,4.89
8.219.215.12,8443,8443,true,SIN,Asia Pacific,Singapore,157,4.88
8.222.187.107,2053,2053,true,SIN,Asia Pacific,Singapore,105,4.88
47.242.59.216,80,80,false,HKG,Asia Pacific,Hong Kong,40,4.88
47.245.58.175,2087,2087,true,NRT,Asia Pacific,Tokyo,163,4.88
47.245.59.244,2052,2052,false,NRT,Asia Pacific,Tokyo,81,4.88
8.209.252.13,80,80,false,NRT,Asia Pacific,Tokyo,76,4.88
47.91.23.146,8443,8443,true,NRT,Asia Pacific,Tokyo,125,4.88
8.222.152.165,2095,2095,false,SIN,Asia Pacific,Singapore,9,4.88
47.236.19.51,8443,8443,true,SIN,Asia Pacific,Singapore,120,4.87
47.236.7.206,2096,2096,true,SIN,Asia Pacific,Singapore,95,4.87
47.74.11.219,2053,2053,true,NRT,Asia Pacific,Tokyo,150,4.87
47.245.3.137,2083,2083,true,NRT,Asia Pacific,Tokyo,126,4.86
8.219.236.8,2052,2052,false,SIN,Asia Pacific,Singapore,6,4.86
8.219.126.3,2086,2086,false,SIN,Asia Pacific,Singapore,17,4.86
8.209.222.232,8080,8080,false,HKG,Asia Pacific,Hong Kong,152,4.86
8.222.155.242,8080,8080,false,SIN,Asia Pacific,Singapore,31,4.86
8.217.239.116,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,4.86
47.242.171.94,2053,2053,true,HKG,Asia Pacific,Hong Kong,70,4.86
8.219.236.8,2082,2082,false,SIN,Asia Pacific,Singapore,7,4.86
8.222.238.141,8080,8080,false,SIN,Asia Pacific,Singapore,15,4.86
8.222.193.65,2053,2053,true,SIN,Asia Pacific,Singapore,70,4.86
8.222.159.252,2087,2087,true,SIN,Asia Pacific,Singapore,96,4.85
47.236.7.13,2096,2096,true,SIN,Asia Pacific,Singapore,117,4.85
8.222.227.191,2086,2086,false,SIN,Asia Pacific,Singapore,20,4.85
8.219.245.187,2083,2083,true,SIN,Asia Pacific,Singapore,164,4.85
47.245.14.216,2096,2096,true,NRT,Asia Pacific,Tokyo,212,4.85
8.219.201.245,8880,8880,false,SIN,Asia Pacific,Singapore,28,4.85
8.210.151.69,2087,2087,true,HKG,Asia Pacific,Hong Kong,68,4.84
8.222.159.252,8880,8880,false,SIN,Asia Pacific,Singapore,4,4.84
8.219.204.120,2083,2083,true,SIN,Asia Pacific,Singapore,145,4.84
8.218.156.91,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,4.84
8.219.114.201,8443,8443,true,SIN,Asia Pacific,Singapore,84,4.84
47.91.10.241,80,80,false,NRT,Asia Pacific,Tokyo,88,4.83
47.74.50.135,2096,2096,true,NRT,Asia Pacific,Tokyo,159,4.83
8.219.206.53,2083,2083,true,SIN,Asia Pacific,Singapore,156,4.83
47.91.19.249,80,80,false,NRT,Asia Pacific,Tokyo,79,4.83
47.76.33.40,2053,2053,true,HKG,Asia Pacific,Hong Kong,71,4.83
47.243.70.197,8080,8080,false,HKG,Asia Pacific,Hong Kong,55,4.83
8.210.39.96,2052,2052,false,HKG,Asia Pacific,Hong Kong,40,4.83
8.209.200.73,2087,2087,true,NRT,Asia Pacific,Tokyo,105,4.82
8.222.214.231,2086,2086,false,SIN,Asia Pacific,Singapore,27,4.82
47.236.7.246,80,80,false,SIN,Asia Pacific,Singapore,34,4.82
47.245.54.98,2096,2096,true,NRT,Asia Pacific,Tokyo,212,4.82
47.236.204.152,2086,2086,false,SIN,Asia Pacific,Singapore,6,4.82
47.245.2.231,2053,2053,true,NRT,Asia Pacific,Tokyo,124,4.82
8.219.139.86,8080,8080,false,SIN,Asia Pacific,Singapore,11,4.82
8.222.227.191,8080,8080,false,SIN,Asia Pacific,Singapore,5,4.82
47.91.3.179,2096,2096,true,NRT,Asia Pacific,Tokyo,139,4.81
8.219.183.31,2083,2083,true,SIN,Asia Pacific,Singapore,75,4.81
47.245.4.219,8443,8443,true,NRT,Asia Pacific,Tokyo,114,4.81
47.76.146.1,8443,8443,true,HKG,Asia Pacific,Hong Kong,47,4.81
47.242.155.183,2095,2095,false,HKG,Asia Pacific,Hong Kong,35,4.81
8.209.222.232,2083,2083,true,HKG,Asia Pacific,Hong Kong,150,4.81
47.245.59.188,2082,2082,false,NRT,Asia Pacific,Tokyo,105,4.80
47.242.79.71,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,4.80
8.217.159.210,2086,0,false,HKG,Asia Pacific,Hong Kong,43,4.80
8.218.105.223,2087,2087,true,HKG,Asia Pacific,Hong Kong,65,4.80
47.236.7.206,2086,2086,false,SIN,Asia Pacific,Singapore,19,4.80
8.219.220.88,2086,2086,false,SIN,Asia Pacific,Singapore,8,4.79
8.222.155.242,2083,2083,true,SIN,Asia Pacific,Singapore,108,4.79
8.218.105.223,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,4.79
8.222.253.235,2095,2095,false,SIN,Asia Pacific,Singapore,8,4.78
47.245.4.22,8443,8443,true,HKG,Asia Pacific,Hong Kong,159,4.78
47.236.12.73,8443,8443,true,SIN,Asia Pacific,Singapore,95,4.78
47.242.155.183,2083,2083,true,HKG,Asia Pacific,Hong Kong,69,4.78
47.245.4.219,8080,8080,false,NRT,Asia Pacific,Tokyo,87,4.78
47.242.176.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,4.78
47.242.171.94,80,80,false,HKG,Asia Pacific,Hong Kong,47,4.77
8.219.197.111,443,443,true,SIN,Asia Pacific,Singapore,177,4.77
8.222.136.247,8443,8443,true,SIN,Asia Pacific,Singapore,52,4.77
8.219.126.240,2086,2086,false,SIN,Asia Pacific,Singapore,19,4.77
8.222.213.221,2053,2053,true,SIN,Asia Pacific,Singapore,21,4.76
8.219.179.34,443,443,true,SIN,Asia Pacific,Singapore,120,4.76
47.236.12.73,2082,2082,false,SIN,Asia Pacific,Singapore,32,4.75
8.218.201.73,8443,8443,true,HKG,Asia Pacific,Hong Kong,85,4.75
8.219.170.223,2083,2083,true,SIN,Asia Pacific,Singapore,119,4.75
8.222.253.235,2053,2053,true,SIN,Asia Pacific,Singapore,144,4.75
8.219.100.168,2096,2096,true,SIN,Asia Pacific,Singapore,71,4.75
8.209.240.227,2083,2083,true,NRT,Asia Pacific,Tokyo,84,4.74
8.210.156.6,2087,2087,true,HKG,Asia Pacific,Hong Kong,75,4.74
8.218.146.204,2082,2082,false,HKG,Asia Pacific,Hong Kong,90,4.73
8.218.204.128,8443,8443,true,HKG,Asia Pacific,Hong Kong,146,4.73
8.219.99.169,2053,2053,true,SIN,Asia Pacific,Singapore,154,4.73
8.219.140.229,8443,8443,true,SIN,Asia Pacific,Singapore,112,4.73
47.236.104.98,2083,2083,true,SIN,Asia Pacific,Singapore,103,4.73
8.219.87.34,2083,2083,true,SIN,Asia Pacific,Singapore,91,4.73
8.210.65.1,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,4.73
47.76.33.40,8443,8443,true,HKG,Asia Pacific,Hong Kong,63,4.72
47.74.13.239,80,80,false,NRT,Asia Pacific,Tokyo,81,4.72
47.245.59.133,2087,2087,true,NRT,Asia Pacific,Tokyo,186,4.71
8.219.61.52,2086,2086,false,SIN,Asia Pacific,Singapore,22,4.71
8.219.201.245,8443,8443,true,SIN,Asia Pacific,Singapore,106,4.71
47.243.70.197,443,443,true,HKG,Asia Pacific,Hong Kong,46,4.71
47.245.6.9,2087,2087,true,HKG,Asia Pacific,Hong Kong,191,4.70
8.222.160.176,8880,8880,false,SIN,Asia Pacific,Singapore,19,4.70
47.243.173.187,2082,2082,false,HKG,Asia Pacific,Hong Kong,52,4.70
8.217.251.62,8443,8443,true,HKG,Asia Pacific,Hong Kong,47,4.70
47.242.174.27,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,4.70
47.245.56.207,2095,2095,false,NRT,Asia Pacific,Tokyo,80,4.69
8.219.178.225,8880,8880,false,SIN,Asia Pacific,Singapore,8,4.69
8.222.210.182,2053,2053,true,SIN,Asia Pacific,Singapore,89,4.69
47.74.15.117,8880,8880,false,NRT,Asia Pacific,Tokyo,75,4.69
8.210.245.224,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,4.69
8.222.214.13,8880,8880,false,SIN,Asia Pacific,Singapore,5,4.69
8.219.250.239,2096,2096,true,SIN,Asia Pacific,Singapore,140,4.68
47.236.5.223,2053,2053,true,SIN,Asia Pacific,Singapore,114,4.68
8.222.130.219,2053,2053,true,SIN,Asia Pacific,Singapore,156,4.68
47.91.14.47,80,80,false,NRT,Asia Pacific,Tokyo,98,4.67
8.219.204.120,2082,2082,false,SIN,Asia Pacific,Singapore,23,4.66
47.243.107.148,2095,2095,false,HKG,Asia Pacific,Hong Kong,56,4.66
8.222.227.191,2053,2053,true,SIN,Asia Pacific,Singapore,91,4.66
8.219.100.168,2082,2082,false,SIN,Asia Pacific,Singapore,33,4.66
8.209.246.24,2083,2083,true,NRT,Asia Pacific,Tokyo,74,4.66
8.219.66.156,2082,2082,false,NRT,Asia Pacific,Tokyo,71,4.66
8.219.5.10,8443,8443,true,SIN,Asia Pacific,Singapore,35,4.65
47.91.14.47,8443,8443,true,NRT,Asia Pacific,Tokyo,117,4.65
47.245.54.58,2087,2087,true,NRT,Asia Pacific,Tokyo,186,4.65
47.242.171.94,2087,2087,true,HKG,Asia Pacific,Hong Kong,82,4.65
47.245.7.212,2083,2083,true,NRT,Asia Pacific,Tokyo,97,4.65
8.219.61.52,2095,2095,false,SIN,Asia Pacific,Singapore,11,4.65
8.210.119.11,2087,2087,true,HKG,Asia Pacific,Hong Kong,61,4.64
8.218.11.90,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,4.64
47.74.14.85,2095,2095,false,NRT,Asia Pacific,Tokyo,74,4.64
8.210.9.129,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,4.64
8.219.248.47,2083,2083,true,SIN,Asia Pacific,Singapore,166,4.64
8.219.238.145,2096,2096,true,SIN,Asia Pacific,Singapore,51,4.64
47.245.4.219,2095,2095,false,NRT,Asia Pacific,Tokyo,83,4.64
8.209.222.232,2095,2095,false,HKG,Asia Pacific,Hong Kong,148,4.64
47.245.33.158,2083,2083,true,NRT,Asia Pacific,Tokyo,108,4.63
8.222.128.131,2086,2086,false,SIN,Asia Pacific,Singapore,13,4.62
8.222.215.228,2096,2096,true,SIN,Asia Pacific,Singapore,63,4.62
8.222.212.219,2095,2095,false,SIN,Asia Pacific,Singapore,3,4.62
8.219.84.214,2052,2052,false,SIN,Asia Pacific,Singapore,26,4.62
47.74.5.99,8080,8080,false,NRT,Asia Pacific,Tokyo,96,4.61
8.222.190.225,2086,2086,false,SIN,Asia Pacific,Singapore,2,4.61
8.219.50.180,2087,2087,true,SIN,Asia Pacific,Singapore,90,4.61
8.219.103.126,2096,2096,true,SIN,Asia Pacific,Singapore,89,4.61
47.236.23.135,2053,2053,true,SIN,Asia Pacific,Singapore,112,4.61
47.74.41.136,2082,2082,false,NRT,Asia Pacific,Tokyo,88,4.60
8.222.184.198,2082,2082,false,SIN,Asia Pacific,Singapore,12,4.60
8.219.201.174,2095,2095,false,SIN,Asia Pacific,Singapore,14,4.60
47.245.52.153,2083,2083,true,NRT,Asia Pacific,Tokyo,139,4.60
8.209.215.247,2087,2087,true,NRT,Asia Pacific,Tokyo,94,4.60
47.236.7.246,2082,2082,false,SIN,Asia Pacific,Singapore,15,4.60
47.236.15.73,2087,2087,true,SIN,Asia Pacific,Singapore,93,4.60
8.219.63.193,80,80,false,SIN,Asia Pacific,Singapore,16,4.59
47.236.7.206,2087,2087,true,SIN,Asia Pacific,Singapore,100,4.59
8.219.4.122,8880,8880,false,SIN,Asia Pacific,Singapore,3,4.59
47.74.36.154,2083,2083,true,NRT,Asia Pacific,Tokyo,129,4.59
8.218.85.128,2082,2082,false,HKG,Asia Pacific,Hong Kong,49,4.59
8.222.227.191,2087,2087,true,SIN,Asia Pacific,Singapore,86,4.58
8.222.187.107,8080,8080,false,SIN,Asia Pacific,Singapore,17,4.58
47.236.104.98,2052,2052,false,SIN,Asia Pacific,Singapore,26,4.58
47.242.171.94,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,4.58
8.209.200.73,2087,2087,true,NRT,Asia Pacific,Tokyo,97,4.58
8.219.145.245,8880,8880,false,SIN,Asia Pacific,Singapore,10,4.58
8.219.103.57,8443,8443,true,SIN,Asia Pacific,Singapore,75,4.58
47.76.33.40,2086,2086,false,HKG,Asia Pacific,Hong Kong,52,4.58
8.219.72.50,443,443,true,SIN,Asia Pacific,Singapore,84,4.58
47.242.171.94,8080,8080,false,HKG,Asia Pacific,Hong Kong,44,4.58
8.219.84.214,8880,8880,false,SIN,Asia Pacific,Singapore,8,4.58
47.76.33.40,8880,8880,false,HKG,Asia Pacific,Hong Kong,38,4.57
47.236.193.208,2083,2083,true,SIN,Asia Pacific,Singapore,81,4.57
8.219.253.18,8880,8880,false,SIN,Asia Pacific,Singapore,5,4.57
8.219.173.239,2096,2096,true,SIN,Asia Pacific,Singapore,158,4.57
8.210.245.159,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,4.57
8.218.143.10,2087,2087,true,HKG,Asia Pacific,Hong Kong,104,4.57
8.210.245.224,2082,2082,false,HKG,Asia Pacific,Hong Kong,41,4.56
47.243.162.49,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,4.56
47.245.55.99,2053,2053,true,NRT,Asia Pacific,Tokyo,228,4.56
47.236.204.110,8880,8880,false,SIN,Asia Pacific,Singapore,28,4.56
47.76.32.108,80,80,false,HKG,Asia Pacific,Hong Kong,43,4.56
8.219.142.229,2083,2083,true,SIN,Asia Pacific,Singapore,80,4.56
47.236.19.51,2052,2052,false,SIN,Asia Pacific,Singapore,29,4.55
8.217.147.230,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,4.55
47.91.19.249,2082,2082,false,NRT,Asia Pacific,Tokyo,81,4.55
8.222.160.176,8080,8080,false,SIN,Asia Pacific,Singapore,12,4.55
8.219.248.47,8443,8443,true,SIN,Asia Pacific,Singapore,144,4.55
8.209.255.195,2087,2087,true,HKG,Asia Pacific,Hong Kong,184,4.54
47.245.57.109,2053,2053,true,NRT,Asia Pacific,Tokyo,159,4.54
8.222.226.15,8080,8080,false,SIN,Asia Pacific,Singapore,19,4.54
47.242.155.183,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,4.54
47.74.16.67,2096,2096,true,NRT,Asia Pacific,Tokyo,149,4.54
47.243.107.148,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,4.53
47.91.18.207,8443,8443,true,NRT,Asia Pacific,Tokyo,97,4.53
47.236.116.182,8443,8443,true,SIN,Asia Pacific,Singapore,131,4.52
8.218.158.94,80,80,false,HKG,Asia Pacific,Hong Kong,41,4.52
8.219.170.58,2083,2083,true,SIN,Asia Pacific,Singapore,91,4.52
47.236.11.84,443,443,true,SIN,Asia Pacific,Singapore,111,4.52
8.218.174.118,80,80,false,HKG,Asia Pacific,Hong Kong,42,4.52
47.91.3.87,2087,2087,true,NRT,Asia Pacific,Tokyo,143,4.51
8.222.238.141,2053,2053,true,SIN,Asia Pacific,Singapore,132,4.51
8.218.127.249,2083,2083,true,HKG,Asia Pacific,Hong Kong,86,4.51
47.245.52.153,8443,8443,true,NRT,Asia Pacific,Tokyo,229,4.51
8.209.212.5,2086,2086,false,NRT,Asia Pacific,Tokyo,76,4.51
47.76.33.40,2095,2095,false,HKG,Asia Pacific,Hong Kong,43,4.50
47.74.54.33,2095,2095,false,NRT,Asia Pacific,Tokyo,77,4.50
8.219.100.168,2052,2052,false,SIN,Asia Pacific,Singapore,7,4.50
8.219.90.196,2052,2052,false,SIN,Asia Pacific,Singapore,5,4.50
47.236.10.100,2082,2082,false,SIN,Asia Pacific,Singapore,16,4.49
8.219.236.8,8880,8880,false,SIN,Asia Pacific,Singapore,8,4.49
47.91.3.112,2053,2053,true,NRT,Asia Pacific,Tokyo,75,4.49
8.210.250.120,2095,2095,false,HKG,Asia Pacific,Hong Kong,42,4.49
47.242.202.230,80,80,false,HKG,Asia Pacific,Hong Kong,56,4.49
47.236.7.13,2083,2083,true,SIN,Asia Pacific,Singapore,106,4.49
47.243.70.197,8443,8443,true,HKG,Asia Pacific,Hong Kong,52,4.49
47.236.94.109,2096,2096,true,SIN,Asia Pacific,Singapore,152,4.49
47.242.171.94,8443,8443,true,HKG,Asia Pacific,Hong Kong,69,4.48
47.91.2.5,2052,2052,false,NRT,Asia Pacific,Tokyo,103,4.48
8.222.187.107,80,80,false,SIN,Asia Pacific,Singapore,15,4.48
8.222.222.64,2053,2053,true,SIN,Asia Pacific,Singapore,43,4.48
8.218.11.90,8443,8443,true,HKG,Asia Pacific,Hong Kong,99,4.48
8.219.13.143,2087,2087,true,SIN,Asia Pacific,Singapore,90,4.48
8.219.230.254,8443,8443,true,SIN,Asia Pacific,Singapore,96,4.47
47.91.2.165,2095,2095,false,NRT,Asia Pacific,Tokyo,106,4.46
8.219.122.96,8443,8443,true,SIN,Asia Pacific,Singapore,153,4.46
47.245.59.188,2052,2052,false,NRT,Asia Pacific,Tokyo,89,4.46
8.219.185.191,2053,2053,true,SIN,Asia Pacific,Singapore,179,4.46
8.219.101.72,80,80,false,SIN,Asia Pacific,Singapore,10,4.46
8.222.169.182,2053,2053,true,SIN,Asia Pacific,Singapore,71,4.46
47.245.6.9,2053,2053,true,HKG,Asia Pacific,Hong Kong,205,4.46
8.222.229.22,2086,2086,false,SIN,Asia Pacific,Singapore,48,4.45
8.218.105.223,2053,2053,true,HKG,Asia Pacific,Hong Kong,71,4.45
8.219.13.143,80,80,false,SIN,Asia Pacific,Singapore,14,4.45
47.242.174.27,80,80,false,HKG,Asia Pacific,Hong Kong,41,4.45
8.219.73.188,8443,8443,true,SIN,Asia Pacific,Singapore,64,4.45
8.219.238.145,2082,2082,false,SIN,Asia Pacific,Singapore,19,4.45
8.210.55.134,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,4.45
47.242.59.216,8080,8080,false,HKG,Asia Pacific,Hong Kong,39,4.45
47.74.34.38,8080,8080,false,NRT,Asia Pacific,Tokyo,74,4.45
8.219.115.215,2086,2086,false,SIN,Asia Pacific,Singapore,6,4.45
8.218.201.73,2096,2096,true,HKG,Asia Pacific,Hong Kong,93,4.44
8.219.112.75,2083,2083,true,SIN,Asia Pacific,Singapore,45,4.44
47.242.171.94,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,4.44
8.222.229.102,2086,2086,false,SIN,Asia Pacific,Singapore,10,4.44
8.218.105.223,2086,2086,false,HKG,Asia Pacific,Hong Kong,55,4.43
47.91.22.115,8880,8880,false,NRT,Asia Pacific,Tokyo,100,4.43
8.219.247.203,2087,2087,true,SIN,Asia Pacific,Singapore,199,4.43
